calls_per_hour,avg_call_duration,contact_degree,spam_report_count,is_spam
5.03,164.52,6,0,0
1.39,206.69,9,0,0
1.87,142.25,7,1,0
7.85,25.0,10,0,0
1.26,163.09,9,0,0
1.38,186.37,6,0,0
5.6,236.16,5,0,0
3.27,145.57,8,0,0
48.31,26.94,0,13,1
0.9,154.3,3,0,0
2.61,93.98,5,0,0
4.12,221.22,6,0,0
63.44,10.46,0,15,1
7.99,116.99,10,1,0
38.95,19.43,0,9,1
7.89,241.94,6,0,0
2.42,148.88,6,0,0
3.85,129.98,6,0,0
3.04,258.83,7,0,0
2.15,174.65,7,0,0
2.81,119.76,7,0,0
39.65,4.23,0,7,1
47.79,7.57,0,10,1
2.1,235.26,3,1,0
5.03,128.8,4,0,0
3.18,185.81,9,0,0
51.24,15.15,0,5,1
5.42,236.75,9,0,0
55.5,14.44,0,8,1
91.32,5.39,0,9,1
1.89,276.78,4,1,0
41.81,15.48,0,39,1
44.27,4.21,0,23,1
6.54,256.7,3,0,0
27.43,1.44,0,17,1
9.06,284.46,7,0,0
41.43,2.53,1,33,1
75.72,7.67,0,9,1
4.18,212.55,7,0,0
42.75,3.59,0,8,1
38.31,4.56,0,26,1
70.94,28.37,0,28,1
2.7,235.38,7,0,0
3.17,194.13,5,0,0
48.62,14.81,0,21,1
50.74,8.66,1,20,1
0.71,200.51,10,0,0
3.44,96.61,5,0,0
81.71,20.09,0,9,1
2.72,276.62,5,0,0
6.75,165.21,3,0,0
62.87,4.15,0,23,1
8.23,199.85,3,0,0
75.37,2.41,0,20,1
2.95,93.97,6,0,0
6.18,168.94,4,0,0
4.6,166.62,4,0,0
37.37,9.67,0,15,1
53.4,2.4,0,9,1
3.5,127.4,5,0,0
2.65,127.92,4,0,0
1.05,83.12,5,0,0
3.01,212.21,8,0,0
2.77,272.57,9,0,0
49.02,5.66,0,18,1
50.73,3.76,1,13,1
2.16,96.93,4,0,0
1.67,283.82,4,0,0
5.98,287.04,5,0,0
3.57,129.7,7,0,0
58.8,6.48,0,11,1
2.78,159.15,6,1,0
2.76,272.56,4,0,0
1.57,178.54,4,0,0
3.14,134.64,6,0,0
4.6,244.38,9,0,0
107.23,8.34,0,24,1
1.77,201.87,12,0,0
57.52,10.07,0,42,1
4.51,53.12,4,0,0
47.18,4.91,0,12,1
54.37,12.0,0,8,1
7.7,132.6,6,0,0
5.43,36.91,7,0,0
25.27,6.07,0,21,1
7.51,234.84,8,0,0
83.04,17.55,0,32,1
7.98,133.21,6,0,0
4.51,272.55,7,0,0
4.93,172.76,6,0,0
6.58,88.58,2,0,0
0.91,165.2,4,0,0
8.33,110.88,5,0,0
0.77,37.16,9,1,0
4.67,127.34,9,0,0
58.03,1.31,0,26,1
5.33,189.15,5,0,0
1.72,236.89,4,0,0
2.44,164.91,9,1,0
0.77,180.63,6,0,0
5.35,186.86,9,0,0
4.64,136.26,8,0,0
61.4,2.09,0,24,1
2.25,146.6,8,0,0
2.53,133.5,3,0,0
2.0,181.34,7,0,0
2.87,179.31,9,0,0
5.8,232.67,7,0,0
4.51,79.47,5,1,0
54.75,17.42,0,11,1
66.41,8.94,0,8,1
3.28,168.62,7,0,0
2.89,176.91,3,0,0
36.33,10.77,1,16,1
1.59,247.29,2,0,0
21.21,4.49,0,15,1
5.46,139.23,7,0,0
3.97,260.69,4,0,0
38.86,2.24,0,26,1
7.0,159.46,6,0,0
3.96,95.58,7,0,0
3.55,196.05,5,0,0
70.26,3.07,0,13,1
6.33,179.37,8,0,0
2.27,143.15,14,0,0
44.29,3.93,0,46,1
1.68,37.29,7,0,0
2.38,203.2,7,0,0
6.1,129.15,4,0,0
76.58,4.56,0,21,1
5.67,180.39,6,0,0
71.65,4.03,0,15,1
9.69,233.51,5,0,0
7.25,266.19,4,0,0
31.28,4.28,0,10,1
59.15,5.01,0,25,1
1.06,155.11,3,0,0
66.95,4.73,0,23,1
8.96,88.46,3,0,0
54.88,1.08,0,15,1
31.85,5.3,0,15,1
0.57,254.61,3,0,0
3.41,247.41,6,0,0
2.35,152.51,8,0,0
60.11,1.41,0,18,1
48.97,5.08,0,12,1
1.6,63.21,6,0,0
2.67,233.02,6,0,0
47.62,4.53,0,23,1
62.12,19.7,0,36,1
2.13,140.91,6,1,0
40.24,4.77,0,17,1
40.94,15.0,0,11,1
3.99,247.67,8,0,0
6.27,83.05,5,0,0
1.76,149.74,5,0,0
93.53,27.5,0,33,1
3.4,180.71,3,0,0
29.68,5.26,0,21,1
6.67,182.84,5,0,0
8.17,195.22,6,0,0
54.96,3.34,0,10,1
5.4,116.97,7,0,0
49.62,6.42,0,38,1
10.74,194.93,3,1,0
3.91,289.19,3,1,0
1.44,252.79,3,0,0
3.07,102.63,3,0,0
2.49,73.34,1,0,0
49.84,13.52,0,7,1
3.04,169.57,1,0,0
1.14,120.16,10,0,0
5.37,159.73,4,1,0
60.14,26.43,0,39,1
3.63,280.59,8,0,0
40.82,3.83,0,20,1
35.74,2.84,0,22,1
4.54,97.66,7,0,0
41.38,5.62,0,12,1
1.2,156.01,3,0,0
2.91,72.35,12,0,0
6.1,268.69,5,1,0
46.95,3.17,0,9,1
6.62,180.38,6,1,0
5.21,149.75,8,0,0
3.22,170.8,5,0,0
2.83,167.05,4,0,0
4.33,136.54,5,0,0
35.86,17.53,1,30,1
2.2,76.74,5,0,0
6.67,99.12,4,0,0
3.25,241.96,4,0,0
0.63,240.65,4,0,0
40.62,10.22,0,17,1
2.11,62.13,4,0,0
2.1,176.2,6,0,0
7.48,205.11,4,0,0
4.2,177.29,7,0,0
4.81,218.14,9,0,0
3.42,298.95,5,0,0
2.66,186.48,10,0,0
49.1,19.44,0,11,1
6.02,217.66,3,1,0
1.17,156.74,6,0,0
1.86,125.42,4,0,0
1.79,219.52,14,0,0
0.66,206.06,5,0,0
5.5,278.49,7,1,0
6.89,177.07,5,0,0
1.53,170.42,5,0,0
3.18,173.49,5,0,0
3.81,229.45,7,0,0
5.13,102.54,3,0,0
36.83,8.55,0,12,1
6.46,123.08,5,0,0
3.99,248.29,3,0,0
2.17,160.52,6,0,0
44.64,14.4,0,22,1
1.03,213.83,11,0,0
4.04,154.52,5,0,0
6.72,241.75,9,1,0
36.73,2.88,0,12,1
7.42,195.41,4,0,0
77.88,9.83,0,24,1
46.63,4.4,0,10,1
70.99,6.18,0,10,1
7.77,120.51,5,0,0
1.24,258.0,7,0,0
2.49,205.35,9,0,0
4.4,63.45,6,0,0
30.96,12.69,0,13,1
2.14,226.62,6,0,0
2.83,145.53,2,0,0
13.43,274.57,3,0,0
2.04,308.14,5,0,0
3.28,227.3,9,0,0
67.93,4.45,0,9,1
30.0,21.69,0,7,1
3.34,249.9,6,0,0
4.95,223.5,6,1,0
2.45,164.04,6,1,0
3.33,205.41,5,0,0
2.17,160.4,4,0,0
4.72,116.47,7,0,0
38.95,5.94,0,28,1
1.87,130.45,7,0,0
1.71,106.61,11,1,0
2.39,172.0,4,0,0
5.29,160.02,11,0,0
75.17,4.79,0,39,1
4.28,157.97,7,0,0
4.87,162.69,5,0,0
77.99,1.95,0,13,1
6.08,154.57,6,0,0
74.15,18.16,0,8,1
80.75,20.37,0,16,1
7.72,160.75,4,0,0
38.35,3.06,0,18,1
4.26,299.53,7,0,0
7.19,207.65,8,0,0
1.38,182.58,9,0,0
7.13,132.78,7,0,0
2.53,46.81,2,0,0
4.7,173.29,5,0,0
65.65,8.05,0,12,1
5.34,176.52,7,0,0
2.45,219.06,7,0,0
53.98,5.2,1,19,1
3.42,179.76,5,0,0
4.8,192.12,4,0,0
99.2,7.98,0,9,1
1.43,213.69,6,0,0
50.3,13.66,0,26,1
66.67,6.43,1,17,1
64.09,5.42,0,21,1
7.72,185.99,11,0,0
48.98,9.81,0,22,1
1.51,153.81,4,0,0
3.01,183.24,7,1,0
1.34,251.62,5,0,0
2.89,229.59,8,1,0
47.93,19.43,0,9,1
4.01,99.57,2,0,0
2.63,196.87,10,0,0
5.54,203.31,6,0,0
34.05,7.8,0,6,1
1.63,261.86,4,1,0
3.43,112.55,7,1,0
1.06,169.89,5,0,0
58.39,11.37,0,24,1
8.09,249.8,7,0,0
1.85,122.94,7,0,0
5.91,149.36,8,0,0
2.16,157.41,7,1,0
7.65,196.65,5,0,0
2.74,159.47,6,0,0
1.38,187.43,7,0,0
2.47,94.55,2,0,0
1.54,118.44,2,0,0
4.3,290.88,8,0,0
49.93,9.83,0,14,1
52.15,5.94,0,8,1
2.26,222.15,5,0,0
47.6,10.08,0,9,1
12.28,216.44,6,0,0
4.46,82.36,6,0,0
10.15,173.18,7,0,0
34.73,1.48,0,11,1
95.39,2.79,0,16,1
2.01,131.96,7,0,0
42.4,1.59,0,18,1
47.24,10.81,0,14,1
69.9,3.07,0,14,1
0.89,185.47,4,0,0
5.81,294.72,5,0,0
55.3,3.4,0,13,1
4.09,229.58,9,0,0
51.93,8.71,0,15,1
60.14,8.88,0,9,1
4.9,152.17,3,0,0
3.37,73.23,11,0,0
60.89,4.94,0,12,1
4.82,154.41,4,0,0
83.8,5.56,0,12,1
4.69,110.93,3,0,0
2.3,238.01,4,0,0
3.99,161.95,10,0,0
65.15,11.05,0,13,1
5.15,57.32,4,0,0
2.73,219.31,8,0,0
1.86,248.79,6,0,0
3.94,57.15,8,0,0
1.41,184.79,3,0,0
45.79,8.37,0,14,1
54.76,3.96,0,32,1
6.47,148.02,2,0,0
51.34,10.18,0,9,1
29.97,20.5,0,13,1
56.59,5.46,0,22,1
37.7,1.22,0,9,1
8.06,245.11,8,0,0
7.09,179.42,5,0,0
2.04,124.36,7,1,0
31.74,1.71,0,15,1
1.33,221.14,5,0,0
81.43,13.22,0,11,1
2.09,159.73,2,0,0
43.68,6.52,0,8,1
1.54,256.31,5,0,0
5.78,173.1,6,0,0
1.76,173.41,6,0,0
3.98,229.13,7,0,0
26.62,1.9,0,21,1
1.07,115.2,6,0,0
3.54,104.46,4,0,0
54.15,6.38,0,16,1
1.54,134.81,5,0,0
40.61,5.03,0,10,1
0.72,187.59,4,1,0
48.28,2.39,0,28,1
2.28,225.59,9,1,0
1.79,221.71,6,0,0
54.84,2.1,0,22,1
4.21,293.36,9,0,0
72.15,2.46,0,12,1
41.44,7.78,0,30,1
3.43,171.28,5,0,0
2.04,209.23,7,0,0
2.04,206.01,3,0,0
3.07,162.02,6,0,0
4.94,123.79,9,0,0
41.29,7.49,0,13,1
1.7,132.72,6,0,0
2.95,91.25,5,0,0
2.42,105.81,6,0,0
1.22,151.58,7,1,0
3.14,177.52,2,0,0
2.56,152.69,8,1,0
2.96,94.63,9,0,0
4.04,306.68,5,1,0
36.27,2.13,0,17,1
1.26,176.35,8,0,0
3.16,267.29,3,0,0
45.29,13.95,0,10,1
3.54,179.77,10,0,0
3.61,252.13,5,0,0
6.19,91.4,8,0,0
7.81,213.89,7,0,0
45.21,9.0,0,18,1
2.2,243.13,12,0,0
4.54,95.45,2,0,0
5.88,167.91,6,0,0
4.5,202.85,6,0,0
1.61,234.3,3,0,0
3.52,166.38,4,0,0
2.76,200.36,6,0,0
5.57,158.2,9,0,0
2.07,185.58,6,1,0
2.73,142.91,3,0,0
29.98,2.37,0,21,1
0.75,237.34,8,0,0
33.65,8.14,0,13,1
65.43,3.14,0,17,1
48.72,25.5,0,18,1
1.63,221.12,3,0,0
60.08,4.72,0,19,1
2.61,283.1,6,0,0
1.68,284.79,10,0,0
76.22,4.73,0,19,1
3.9,342.62,7,0,0
0.64,215.08,6,0,0
1.74,199.35,7,0,0
2.64,125.42,4,0,0
2.92,166.33,4,0,0
50.55,2.92,0,6,1
0.97,122.2,5,0,0
1.79,123.63,8,0,0
1.33,149.67,10,0,0
73.32,1.71,0,24,1
2.59,138.02,7,0,0
2.04,287.91,11,0,0
1.83,169.99,5,0,0
1.17,223.79,10,0,0
3.92,102.85,5,0,0
2.43,121.74,2,0,0
52.84,12.16,0,24,1
1.22,60.92,6,1,0
1.74,266.05,2,0,0
1.87,77.71,10,0,0
6.72,179.28,5,0,0
2.57,161.91,8,0,0
88.32,19.34,0,35,1
3.25,199.52,6,0,0
7.41,163.44,5,1,0
6.76,265.64,1,0,0
4.99,252.12,3,0,0
35.98,8.35,0,22,1
2.6,197.76,7,0,0
69.45,7.14,0,11,1
0.75,94.67,2,1,0
2.76,207.99,5,0,0
1.71,193.9,4,0,0
3.84,160.62,6,0,0
31.51,11.95,0,15,1
4.64,120.92,4,0,0
5.67,227.45,6,0,0
2.02,198.85,6,0,0
1.21,55.37,5,0,0
1.86,220.58,9,1,0
4.7,129.55,6,0,0
1.57,229.56,8,0,0
12.74,226.99,4,0,0
68.58,3.48,0,24,1
41.44,9.81,0,15,1
2.1,278.87,10,1,0
6.31,233.4,1,0,0
3.29,261.93,2,0,0
3.37,166.26,6,1,0
2.9,118.44,4,0,0
3.55,166.6,6,0,0
1.13,226.05,10,1,0
6.98,167.99,7,0,0
2.8,184.95,8,0,0
5.94,143.63,6,1,0
4.1,233.51,5,0,0
6.24,268.51,7,0,0
3.15,223.99,3,1,0
5.72,115.52,11,0,0
32.88,2.05,0,19,1
2.36,82.85,6,0,0
45.94,9.58,0,7,1
5.7,121.32,8,0,0
1.16,142.15,11,0,0
92.87,1.21,0,14,1
2.89,223.59,9,0,0
43.48,6.62,0,14,1
3.98,130.84,5,0,0
1.66,178.85,3,0,0
34.68,3.67,0,16,1
9.94,189.8,2,0,0
55.09,5.91,0,12,1
10.58,172.4,8,0,0
58.93,8.41,0,10,1
1.89,190.54,4,0,0
39.79,1.09,0,21,1
1.28,128.76,7,1,0
2.9,259.36,4,0,0
50.59,2.61,0,14,1
3.02,235.98,2,0,0
4.01,164.21,2,0,0
58.06,2.45,0,17,1
6.22,179.89,3,0,0
6.88,147.38,6,0,0
5.98,36.89,8,1,0
4.14,235.68,3,0,0
2.57,121.63,6,0,0
3.22,213.77,3,0,0
7.41,243.68,6,0,0
3.51,76.45,6,0,0
7.47,181.34,4,0,0
3.19,200.53,8,0,0
54.55,5.33,0,31,1
1.02,152.93,6,0,0
2.43,218.77,7,0,0
4.61,167.7,4,0,0
25.8,4.7,0,15,1
27.26,4.4,0,24,1
3.86,162.3,5,1,0
5.14,156.28,4,0,0
2.3,149.6,7,0,0
6.72,139.7,5,0,0
45.11,17.54,0,28,1
1.84,196.81,3,0,0
1.24,171.19,5,0,0
99.1,2.08,0,32,1
3.44,163.63,6,0,0
10.04,191.57,13,1,0
3.07,160.62,9,0,0
1.54,153.9,7,0,0
34.74,6.62,0,14,1
3.76,123.52,5,0,0
1.82,196.5,6,0,0
2.83,187.33,5,0,0
3.79,175.79,4,0,0
26.16,5.08,0,30,1
3.41,152.23,10,0,0
44.81,6.97,0,17,1
5.79,246.65,4,0,0
3.32,163.65,2,0,0
58.49,16.9,0,7,1
65.67,7.19,0,26,1
1.99,257.31,7,0,0
51.44,17.62,0,18,1
6.22,194.16,2,0,0
35.88,10.82,0,4,1
1.65,217.99,7,0,0
2.33,189.77,2,0,0
50.93,14.44,0,9,1
65.25,24.22,0,23,1
11.26,265.14,6,0,0
3.55,158.5,6,0,0
1.69,165.63,6,0,0
3.24,196.92,5,0,0
0.55,186.1,14,0,0
2.26,247.64,6,1,0
0.81,262.15,3,0,0
2.2,268.3,13,0,0
28.94,13.17,0,11,1
37.27,15.66,0,16,1
80.48,12.91,0,18,1
7.93,118.32,6,0,0
0.75,144.1,4,0,0
1.0,209.49,7,0,0
7.33,251.22,3,0,0
2.76,146.68,7,0,0
3.03,203.5,7,0,0
62.08,1.59,0,61,1
43.85,8.13,0,10,1
49.56,10.72,1,10,1
3.64,276.06,6,0,0
2.77,307.3,8,0,0
1.04,206.37,11,0,0
5.65,205.86,6,0,0
48.71,4.9,0,39,1
38.69,14.27,0,15,1
43.83,2.22,0,18,1
2.78,117.18,8,0,0
3.64,214.9,6,0,0
5.34,158.02,6,0,0
33.34,12.91,1,33,1
85.06,5.36,0,19,1
2.3,94.83,7,0,0
2.38,143.98,6,0,0
0.86,200.77,8,0,0
2.12,150.05,5,0,0
48.25,28.94,0,12,1
54.55,9.73,0,24,1
2.85,99.28,4,0,0
55.5,3.79,0,14,1
47.46,22.43,0,15,1
2.03,161.0,9,0,0
3.17,132.39,6,0,0
3.07,227.91,5,0,0
4.38,148.12,4,0,0
2.98,226.44,5,1,0
65.16,9.18,0,5,1
2.11,208.06,7,0,0
57.61,5.46,0,33,1
6.52,239.74,8,1,0
54.4,4.77,0,15,1
78.26,13.17,0,25,1
90.04,11.23,0,10,1
1.27,179.16,5,0,0
3.61,262.81,5,0,0
3.94,148.07,6,0,0
1.5,276.32,3,0,0
0.69,266.03,11,0,0
55.68,1.07,0,8,1
3.71,169.63,4,0,0
3.55,272.35,3,0,0
56.69,2.39,0,6,1
43.56,12.21,0,17,1
2.02,243.92,5,1,0
84.23,6.57,0,21,1
61.5,2.41,0,15,1
2.5,73.91,11,0,0
4.11,186.19,5,1,0
34.67,8.03,0,9,1
6.88,296.15,5,0,0
2.33,191.28,5,0,0
2.66,194.71,4,0,0
3.43,166.33,7,0,0
29.06,6.98,0,27,1
1.22,250.8,10,0,0
1.81,192.67,9,0,0
7.16,107.77,5,0,0
1.67,163.07,2,0,0
32.13,2.72,0,18,1
5.44,135.84,9,0,0
4.95,146.1,4,0,0
7.57,123.69,2,0,0
2.6,88.61,4,1,0
1.97,162.43,4,0,0
1.48,165.67,8,0,0
32.06,8.68,1,10,1
8.88,255.98,6,0,0
2.93,116.55,6,0,0
96.35,17.96,0,53,1
2.05,98.13,7,0,0
2.97,95.57,5,1,0
59.91,5.76,0,6,1
73.81,16.21,0,5,1
4.03,201.95,7,0,0
1.38,119.74,5,0,0
40.58,22.15,0,15,1
1.92,207.62,3,0,0
3.04,224.46,2,0,0
2.44,79.69,6,0,0
2.08,257.95,13,0,0
1.64,160.69,3,0,0
8.8,163.3,4,0,0
4.83,275.84,8,0,0
5.66,123.21,13,0,0
43.68,2.66,0,24,1
2.45,126.97,5,0,0
3.76,248.6,7,0,0
4.14,180.84,2,0,0
42.6,10.35,0,14,1
2.97,181.17,7,0,0
5.87,239.66,7,0,0
4.11,303.27,6,0,0
78.48,3.84,0,6,1
6.44,207.5,8,0,0
3.49,112.92,6,0,0
5.29,114.07,7,0,0
39.16,3.12,0,17,1
2.8,185.85,8,0,0
0.87,228.4,7,0,0
101.59,10.14,0,8,1
1.71,82.47,10,0,0
2.77,102.28,5,0,0
6.08,249.84,4,0,0
1.95,171.7,5,0,0
1.29,236.66,8,0,0
7.0,173.56,4,0,0
54.68,15.29,0,12,1
1.32,183.81,2,0,0
3.0,124.5,2,0,0
37.44,3.81,0,27,1
1.64,215.22,5,0,0
2.81,269.13,5,0,0
6.36,245.18,6,0,0
3.74,115.12,2,0,0
93.17,6.19,0,7,1
79.38,3.45,0,12,1
9.24,122.11,7,0,0
3.75,99.16,6,0,0
3.62,188.26,5,0,0
44.9,7.77,0,6,1
1.45,341.9,7,0,0
1.86,154.26,2,0,0
41.05,16.35,0,19,1
1.73,250.62,5,0,0
1.34,188.13,9,0,0
2.21,161.23,5,0,0
4.83,235.9,4,0,0
1.41,228.3,8,0,0
2.06,154.45,6,1,0
85.16,3.09,0,14,1
2.23,257.33,6,1,0
4.0,301.61,2,0,0
2.87,197.71,6,0,0
4.11,128.37,4,0,0
3.09,216.25,6,0,0
37.19,2.29,0,8,1
4.01,202.89,7,0,0
10.74,169.43,3,0,0
43.42,10.3,0,10,1
61.81,26.77,0,37,1
5.5,192.24,3,0,0
2.8,253.94,7,0,0
56.32,16.24,1,13,1
41.49,3.23,0,12,1
4.67,152.1,5,0,0
57.95,1.65,0,16,1
62.32,6.23,0,8,1
2.57,258.85,4,0,0
41.01,9.76,0,11,1
1.61,195.54,4,0,0
1.78,152.25,4,0,0
43.61,13.32,0,10,1
41.52,5.39,0,11,1
5.57,239.72,6,0,0
6.37,191.6,9,0,0
2.18,100.71,5,0,0
6.65,256.47,2,0,0
3.92,105.33,3,0,0
3.87,271.48,3,0,0
3.43,83.38,3,0,0
7.37,249.36,5,0,0
2.51,59.11,4,1,0
4.19,243.73,8,0,0
3.21,155.72,10,0,0
36.74,5.76,0,23,1
3.11,228.95,4,0,0
2.88,142.66,6,0,0
4.7,104.23,5,0,0
2.4,146.08,1,0,0
3.52,162.71,7,0,0
40.94,3.52,0,13,1
1.65,293.87,3,0,0
3.26,312.39,4,0,0
2.17,210.98,7,0,0
2.57,335.01,3,0,0
3.14,202.14,10,0,0
3.65,153.07,7,0,0
6.77,261.61,8,0,0
75.88,26.12,0,20,1
45.31,9.64,0,14,1
3.82,129.76,4,1,0
3.16,214.43,9,1,0
99.55,3.78,1,17,1
62.24,2.64,0,20,1
56.2,30.51,0,10,1
5.01,156.01,5,0,0
57.38,4.63,0,10,1
10.53,206.13,5,0,0
54.35,10.36,0,18,1
5.95,193.52,5,0,0
5.99,233.19,6,0,0
37.47,2.61,0,14,1
51.67,42.07,0,11,1
30.7,3.68,0,6,1
79.49,1.25,0,29,1
1.37,129.05,6,0,0
4.74,261.35,5,0,0
26.94,5.33,0,25,1
3.88,121.32,7,0,0
97.08,23.42,0,33,1
1.61,147.01,1,0,0
56.93,6.57,1,13,1
40.31,15.46,0,5,1
0.77,112.61,6,0,0
67.52,3.13,0,22,1
1.51,187.53,8,0,0
1.96,178.65,2,1,0
2.7,162.71,6,0,0
5.82,191.7,9,0,0
1.15,90.34,3,0,0
1.62,98.03,7,0,0
3.5,275.31,5,0,0
46.0,7.8,0,16,1
87.65,5.87,0,9,1
3.64,165.56,6,0,0
3.23,61.26,6,1,0
29.82,1.26,0,18,1
2.9,150.8,8,0,0
7.95,160.81,9,0,0
2.87,176.17,1,0,0
2.86,152.32,2,0,0
2.48,88.81,12,0,0
4.38,176.47,7,1,0
3.87,67.17,4,0,0
4.36,201.78,9,0,0
2.5,71.2,3,0,0
45.76,3.97,1,21,1
46.24,23.66,0,12,1
6.24,142.35,7,0,0
28.26,2.68,0,15,1
2.42,225.3,8,0,0
87.46,1.69,0,30,1
66.77,16.33,0,18,1
65.51,10.8,0,35,1
3.96,235.54,8,0,0
4.11,240.62,7,0,0
81.92,11.08,1,10,1
3.91,178.22,5,1,0
6.77,211.82,8,1,0
3.17,192.56,6,0,0
28.26,3.84,0,17,1
55.32,5.05,0,10,1
0.79,133.04,3,0,0
26.86,3.26,0,16,1
3.46,212.39,2,0,0
37.49,4.26,0,16,1
3.64,136.39,8,1,0
40.31,4.5,0,11,1
5.93,211.29,4,0,0
5.97,186.9,7,0,0
6.85,239.44,9,0,0
5.16,249.21,6,0,0
2.66,255.27,6,0,0
54.6,19.75,0,20,1
1.81,75.73,7,0,0
5.09,225.92,8,0,0
3.35,190.59,3,1,0
50.54,2.99,0,11,1
4.33,120.8,7,0,0
4.44,225.57,7,0,0
0.85,269.02,6,0,0
70.01,6.84,0,19,1
39.58,22.84,0,22,1
3.61,161.87,5,1,0
2.26,356.58,8,0,0
5.76,215.69,4,0,0
5.09,77.96,3,0,0
3.62,226.99,5,0,0
59.69,3.67,0,16,1
1.58,206.16,4,0,0
6.7,106.38,5,0,0
38.14,10.43,0,7,1
42.14,5.48,0,11,1
4.64,46.94,6,0,0
27.69,2.24,0,12,1
2.32,207.68,5,0,0
54.1,25.73,0,14,1
2.79,172.82,4,1,0
1.3,258.57,11,0,0
2.88,145.08,3,0,0
33.8,5.17,0,14,1
51.4,4.31,0,19,1
48.48,3.0,0,45,1
39.99,1.77,0,26,1
9.62,209.93,4,0,0
5.23,222.45,3,0,0
9.11,220.03,4,0,0
4.08,94.56,7,0,0
3.45,163.52,2,0,0
2.94,108.12,8,0,0
52.5,1.47,0,16,1
5.55,89.65,4,1,0
4.61,184.43,12,0,0
98.92,4.16,0,36,1
72.72,3.35,0,13,1
4.05,127.22,6,1,0
70.68,14.27,0,14,1
3.76,93.7,8,0,0
53.26,39.15,0,7,1
3.1,118.42,9,0,0
2.59,189.49,9,0,0
0.79,133.67,9,0,0
3.28,203.94,10,0,0
108.56,3.19,0,11,1
3.82,166.29,5,0,0
74.05,3.06,0,17,1
3.15,278.34,4,0,0
3.19,199.49,7,0,0
5.73,197.64,7,0,0
55.1,2.52,0,14,1
41.91,10.36,0,9,1
25.09,5.02,0,19,1
4.15,202.44,4,0,0
58.92,5.91,0,12,1
3.08,269.81,6,0,0
26.96,8.72,0,22,1
58.79,8.76,1,8,1
4.68,208.59,7,0,0
0.82,250.71,6,0,0
46.51,4.65,0,20,1
3.69,194.61,5,0,0
0.98,155.8,7,0,0
2.28,222.56,10,0,0
44.76,2.63,0,19,1
4.36,163.62,4,0,0
1.93,283.38,11,1,0
69.83,11.84,0,24,1
5.27,41.91,6,0,0
32.18,6.02,0,17,1
4.61,206.74,6,0,0
60.7,11.51,0,22,1
0.77,192.1,3,0,0
3.06,199.92,6,0,0
37.5,6.23,0,30,1
4.37,101.22,2,1,0
8.68,196.08,5,0,0
2.61,146.04,2,0,0
14.95,232.86,6,0,0
42.12,7.09,0,16,1
43.41,5.59,0,8,1
1.93,176.65,3,0,0
44.95,1.74,0,27,1
5.03,216.15,1,0,0
1.96,129.27,6,1,0
2.03,222.88,2,0,0
50.47,5.91,0,20,1
4.85,324.29,11,0,0
1.2,253.23,8,0,0
8.09,25.0,8,0,0
70.05,7.11,0,12,1
2.9,165.04,3,0,0
90.13,4.91,0,16,1
2.22,382.64,3,2,0
4.97,168.23,6,0,0
7.85,117.84,7,0,0
3.37,129.57,9,0,0
6.84,125.59,9,0,0
1.94,187.76,6,1,0
1.55,153.85,13,0,0
2.28,289.01,9,0,0
1.74,149.09,1,0,0
1.14,180.73,7,0,0
32.94,9.85,0,10,1
4.05,217.87,4,0,0
4.1,249.43,10,0,0
48.68,6.72,0,15,1
69.36,1.2,0,12,1
54.05,2.9,0,4,1
3.67,224.99,6,0,0
5.25,138.9,6,0,0
0.75,356.12,14,0,0
45.81,3.02,0,7,1
2.45,177.81,8,0,0
53.03,2.95,0,9,1
1.74,167.75,7,1,0
5.46,233.09,7,0,0
2.54,106.54,7,0,0
39.32,5.37,0,15,1
1.37,196.65,7,1,0
65.48,18.13,0,24,1
3.77,169.7,4,0,0
1.17,220.26,7,0,0
84.21,22.42,0,25,1
4.76,156.38,4,0,0
39.54,3.53,0,13,1
63.93,19.72,0,9,1
6.75,226.14,5,0,0
1.53,150.06,9,0,0
4.58,198.31,5,0,0
7.67,248.14,3,0,0
2.08,236.62,8,0,0
1.62,146.68,5,0,0
2.03,192.33,9,0,0
54.03,7.65,0,25,1
2.36,239.32,7,0,0
3.04,108.49,9,0,0
2.1,121.3,5,0,0
5.35,168.68,5,0,0
4.6,266.02,5,1,0
1.96,179.04,3,0,0
2.7,178.05,7,1,0
3.86,258.3,9,0,0
1.03,247.26,9,2,0
51.95,24.26,0,13,1
1.92,202.95,10,0,0
2.88,162.57,7,0,0
2.56,191.47,8,0,0
2.52,166.48,7,0,0
3.3,69.42,6,0,0
3.13,64.96,7,0,0
28.97,14.32,0,11,1
52.98,19.1,0,12,1
9.41,120.56,3,0,0
1.64,177.53,3,0,0
77.35,4.06,0,12,1
12.18,219.63,4,0,0
69.74,4.21,0,36,1
2.95,150.01,2,0,0
80.54,15.56,1,20,1
4.61,223.79,8,0,0
1.15,322.16,3,0,0
1.7,115.49,12,0,0
2.97,346.8,11,0,0
6.14,247.97,7,0,0
4.06,304.67,7,0,0
1.99,144.15,6,0,0
3.72,127.45,9,0,0
70.65,3.77,0,23,1
86.34,12.87,0,17,1
64.79,1.19,1,23,1
4.56,247.24,7,1,0
2.47,183.31,4,0,0
40.44,8.1,0,22,1
2.05,61.67,3,0,0
61.08,14.57,0,9,1
3.29,261.46,5,0,0
5.72,204.72,4,0,0
3.06,134.92,6,0,0
